"AGS";"alle Technologien ≥ 1 Mbit/s";"alle Technologien ≥ 2 Mbit/s";"alle Technologien ≥ 6 Mbit/s";"alle Technologien ≥ 16 Mbit/s";"alle Technologien ≥ 30 Mbit/s";"alle Technologien ≥ 50 Mbit/s";"alle Technologien ≥ 100 Mbit/s";"alle Technologien ≥ 200 Mbit/s";"alle Technologien ≥ 400 Mbit/s";"alle Technologien ≥ 1000 Mbit/s";"leitungsg. Technologien ≥ 1 Mbit/s";"leitungsg. Technologien ≥ 2 Mbit/s";"leitungsg. Technologien ≥ 6 Mbit/s";"leitungsg. Technologien ≥ 16 Mbit/s";"leitungsg. Technologien ≥ 30 Mbit/s";"leitungsg. Technologien ≥ 50 Mbit/s";"leitungsg. Technologien ≥ 100 Mbit/s";"leitungsg. Technologien ≥ 200 Mbit/s";"leitungsg. Technologien ≥ 400 Mbit/s";"leitungsg. Technologien ≥ 1000 Mbit/s";"mobile Technologien ≥ 1 Mbit/s";"mobile Technologien ≥ 2 Mbit/s";"mobile Technologien ≥ 6 Mbit/s";"DSL ≥ 1 Mbit/s";"DSL ≥ 2 Mbit/s";"DSL ≥ 6 Mbit/s";"DSL ≥ 16 Mbit/s";"DSL ≥ 30 Mbit/s";"DSL ≥ 50 Mbit/s";"DSL ≥ 100 Mbit/s";"DSL ≥ 200 Mbit/s";"CATV ≥ 1 Mbit/s";"CATV ≥ 2 Mbit/s";"CATV ≥ 6 Mbit/s";"CATV ≥ 16 Mbit/s";"CATV ≥ 30 Mbit/s";"CATV ≥ 50 Mbit/s";"CATV ≥ 100 Mbit/s";"CATV ≥ 200 Mbit/s";"CATV ≥ 400 Mbit/s";"CATV ≥ 1000 Mbit/s";"FTTH/B ≥ 100 Mbit/s";"FTTH/B ≥ 200 Mbit/s";"FTTH/B ≥ 400 Mbit/s";"FTTH/B ≥ 1000 Mbit/s"
"07340004";100;100;100;98.42;98.29;98.29;97.13;96.60;96.55;85.57;100;100;99;98.42;98.29;98.29;97.13;96.60;96.55;85.57;98.81;98.81;98.77;100;100;98.55;93.90;91.72;89.30;71.55;38.98;96;96;96;96;96;96;95;95;95;83.82;2.57;2.57;2.57;2.57
"07340005";87;58;58;58;58;24;0;0;0;0;87;58;58;58;58;24;0;0;0;0;0.00;0.00;0.00;87;58;58;58;58;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340006";78;78;78;78;78;68;0;0;0;0;78;78;78;78;78;68;0;0;0;0;0.00;0.00;0.00;78;78;78;78;78;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340007";99.44;99.44;98.31;96.86;96.86;96.57;89.87;88;88;82.50;98.65;97.55;96.86;96.86;96.86;96.57;89.87;88;88;82.50;77.75;77.25;69.75;98.05;83.48;58.76;58.76;58.76;58.18;37.14;10.35;88;88;88;88;88;88;88;88;88;82.50;0;0;0;0
"07340008";100;100;100;97.31;89.22;74.02;38.69;0;0;0;100;99.99;99.99;97.31;89.22;74.02;38.69;0;0;0;100.00;100.00;100.00;100;99.99;99.99;97.31;89.22;74.02;38.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340009";100;100;100;99.59;99.59;99.59;99.41;98.37;98.37;91.86;100;100;99.80;99.59;99.59;99.59;99.41;98.37;98.37;91.86;100.00;100.00;100.00;100;100;95.18;94.41;87.22;83.47;63.36;41.81;98.37;98.37;98.37;98.37;98.37;98.37;98.37;98.37;98.37;91.86;0;0;0;0
"07340010";97.83;95.05;89.30;88.18;88.18;83.60;41.18;0;0;0;97.83;95.05;89.30;88.18;88.18;83.60;41.18;0;0;0;0.00;0.00;0.00;97.83;95.05;89.30;88.18;88.18;83.60;41.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340011";99.39;98.94;97.67;96.63;89.79;84.16;60.54;33.73;3.20;3.20;98.91;98.53;97.16;96.63;89.79;84.16;60.54;33.73;3.20;3.20;83.70;83.70;83.70;98.91;98.53;97.16;96.63;89.79;84.16;60.54;33.73;0;0;0;0;0;0;0;0;0;0;3.20;3.20;3.20;3.20
"07340012";100;100;100;92.89;53.59;10.53;0;0;0;0;100;100;99.44;92.89;53.59;10.53;0;0;0;0;100.00;100.00;97.74;100;100;99.44;92.89;53.59;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340014";100;100;100;100;99.67;99.67;99.16;99;98.82;91.20;100;100;100;100;99.67;99.67;99.16;99;98.82;91.20;96.33;96.33;96.33;100;100;100;96.40;94.74;92.73;72.58;43.46;98.22;98.22;98.22;98.22;98.22;98.22;98.22;98.22;98.22;90.61;2;2;2;2
"07340015";100;100;100;95.60;95.53;94;80.40;39.09;0;0;99;99;99;95.60;95.53;94;80.40;39.09;0;0;88.47;88.47;86.62;99;99;99;95.60;95.53;94;80.40;39.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340016";100;100;100;99.44;78.34;44.29;16.57;1;0;0;100;100;99.60;99.44;78.34;44.29;16.57;1;0;0;100.00;100.00;100.00;100;100;99.60;99.44;78.34;44.29;16.57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340017";100;100;100;90;90;77;1.03;1.03;0.27;0;98;94;90;90;90;77;1.03;1.03;0.27;0;100.00;100.00;100.00;98;94;90;90;90;77;1;1;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0;0;0;0;0
"07340018";100;100;100;83;83;60;36;36;36;0;99;95;83;83;83;60;36;36;36;0;100.00;100.00;100.00;98;95;83;83;83;51;0;0;36;36;36;36;36;36;36;36;36;0;0;0;0;0
"07340019";100;100;99;99;99;90;46.45;0;0;0;100;100;99;99;99;90;46.45;0;0;0;98.80;98.80;98.80;100;100;99;99;99;90;46.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340020";100;100;100;99.29;98.84;98.42;95.59;95.53;82.29;1;100;100;100;99.29;98.84;98.42;95.59;95.53;82.29;1;97.17;97.17;97.17;100;100;100;94.98;92.45;91.04;67.86;33.73;94.68;94.68;94.68;94.68;94.68;94.68;94.68;94.68;81.44;0;1;1;1;1
"07340021";100;100;100;97.02;95.20;95.20;45.27;0;0;0;100;100;100;97.02;95.20;95.20;45.27;0;0;0;0.00;0.00;0.00;100;100;100;97.02;95.20;95.20;45.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340022";100;100;100;100;99.52;98.32;67.60;9.62;0;0;100;100;100;100;99.52;98.32;67.60;9.62;0;0;100.00;100.00;100.00;100;100;100;100;99.52;98.32;67.60;9.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340023";100;100;100;93;93;73;1;1;0.67;0.67;93;93;93;93;93;73;1;1;0.67;0.67;100.00;100.00;100.00;93;93;93;93;93;73;0.31;0;1;1;1;1;1;1;1;1;0.67;0.67;0;0;0;0
"07340024";100;100;100;97.25;97.25;97.05;82.39;49.20;39.95;39.95;100;100;97.25;97.25;97.25;97.05;82.39;49.20;39.95;39.95;100.00;100.00;100.00;100;100;94.98;94.98;94.98;94.78;66.18;1.48;48;48;48;48;48;48;48;48;38.47;38.47;1.48;1.48;1.48;1.48
"07340025";100;100;97.07;91.22;91.22;91.22;59.30;1;0;0;100;100;91.22;91.22;91.22;91.22;59.30;1;0;0;84.40;84.40;84.40;100;100;91.22;91.22;91.22;91.22;59.30;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0
"07340026";100;100;100;93.72;81.47;58.25;19.86;0;0;0;100;100;100;93.72;81.47;58.25;19.86;0;0;0;43.61;43.61;40.33;100;100;100;93.72;81.47;58.25;19.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340027";100;100;100;83.80;83.25;81.96;52.76;0.27;0.27;0.23;100;100;100;83.80;83.25;81.96;52.76;0.27;0.27;0.23;99.09;99.09;98.64;100;100;100;83.80;83.25;81.96;52.76;0;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.27;0.23;0;0;0;0
"07340028";100;100;100;98.75;97.96;97.93;96.93;94.15;94.08;88.16;99.77;99.77;99.71;98.75;97.96;97.93;96.93;94.15;94.08;88.16;88.04;84.00;83.94;89.25;89.13;88.58;84.94;83.95;81.82;62.18;29.74;94;94;94;94;94;94;94;94;94;87.46;0.69;0.69;0.69;0.69
"07340029";100;100;100;96.59;92.63;90.66;69.49;32.37;0;0;99;99;99;96.59;92.63;90.66;69.49;32.37;0;0;100.00;100.00;100.00;99;99;99;96.59;92.63;90.66;69.49;32.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340030";94;85;85;85;85;73;0;0;0;0;94;85;85;85;85;73;0;0;0;0;0.00;0.00;0.00;94;85;85;85;85;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340031";100;100;100;99;65;30;14.20;0;0;0;100;100;100;99;65;30;14.20;0;0;0;100.00;100.00;100.00;100;100;100;99;65;30;14.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340032";100;100;100;98;98;98;96.59;96.54;87.69;87.69;100;100;99.59;98;98;98;96.59;96.54;87.69;87.69;100.00;100.00;96.06;100;100;95;32.20;30.95;30.92;28.02;20.03;95.75;95.75;95.75;95.75;95.75;95.75;95.75;95.75;86.89;86.89;0.80;0.80;0.80;0.80
"07340033";100;100;100;100;100;93.02;85.55;0;0;0;100;100;100;100;100;93.02;85.55;0;0;0;19.26;19.26;19.26;100;100;100;100;100;93.02;85.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340034";93.89;93.89;93.89;93.89;93.89;92.57;73.16;0;0;0;93.89;93.89;93.89;93.89;93.89;92.57;73.16;0;0;0;1.85;1.85;0.93;93.89;93.89;93.89;93.89;93.89;92.57;73.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340035";100;100;100;98;87.87;82.20;42.74;0;0;0;89.47;89.31;87.87;87.87;87.87;82.20;42.74;0;0;0;100.00;100.00;100.00;89.47;89.31;87.87;87.87;87.87;82.20;42.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340036";100;100;100;99.74;99.32;99.32;98.04;95.24;95.24;77.31;100;100;100;99.74;99.32;99.32;98.04;95.24;95.24;77.31;100.00;100.00;99.66;100;100;100;98.02;89.63;71.58;25.90;0;95.24;95.24;95.24;95.24;95.24;95.24;95.24;95.24;95.24;77.31;0;0;0;0
"07340037";100;100;100;99.35;99.35;99.35;99.33;99;85.97;85.97;100;100;99.35;99.35;99.35;99.35;99.33;99;85.97;85.97;100.00;100.00;100.00;100;99;96.42;96.42;96.42;96.42;81.27;0.89;98.14;98.14;98.14;98.14;98.14;98.14;98.14;98.14;85.75;85.75;0.87;0.87;0.87;0.87
"07340038";100;100;100;100;99;99;98.49;98.27;97.20;92.35;100;100;100;100;99;99;98.49;98.27;97.20;92.35;99.87;99.87;96.83;100;100;97;91;86.51;84.24;67.76;34.94;98.11;98.11;98.11;98.11;98.11;98.11;98.11;98.11;97.04;92.19;0.51;0.51;0.51;0.51
"07340039";100;100;100;94.96;93.52;89.30;53.44;0.61;0;0;100;100;100;94.96;93.52;89.30;53.44;0.61;0;0;24.64;24.64;12.97;100;100;100;94.96;93.52;89.30;53.44;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340040";100;100;100;98.01;97.82;97.82;94.86;91.85;84.78;84.78;100;100;98.34;98.01;97.82;97.82;94.86;91.85;84.78;84.78;100.00;100.00;100.00;99.53;99.17;90.04;89.46;87.53;84.16;64.75;39.91;94;94;94;94;94;94;91.85;91.85;84.78;84.78;0;0;0;0
"07340041";100;100;100;68;68;33;0;0;0;0;100;100;71;68;68;33;0;0;0;0;100.00;100.00;100.00;100;100;71;68;68;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340042";100;100;100;84;84;30;0;0;0;0;84;84;84;84;84;30;0;0;0;0;100.00;100.00;100.00;84;84;84;84;84;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340043";100;100;100;98;90.21;69.93;36.19;0.40;0.40;0.40;99;98;98;98;90.21;69.93;36.19;0.40;0.40;0.40;100.00;100.00;100.00;99;98;98;98;90.21;69.93;36.19;0.40;0;0;0;0;0;0;0;0;0;0;0.40;0.40;0.40;0.40
"07340044";100;100;100;100;97.49;93.27;47.66;0;0;0;100;100;100;100;97.49;93.27;47.66;0;0;0;99.71;99.71;99.71;100;100;100;100;97.49;93.27;47.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340045";100;100;99;98.70;98.70;93.62;61.63;0.41;0.41;0.41;100;100;98.70;98.70;98.70;93.62;61.63;0.41;0.41;0.41;20.83;20.83;20.83;100;100;98.70;98.70;98.70;93.62;61.63;0.41;0;0;0;0;0;0;0;0;0;0;0.41;0.41;0.41;0.41
"07340047";80;78;78;77;77;71;0;0;0;0;77;77;77;77;77;71;0;0;0;0;1.44;1.44;1.44;77;77;77;77;77;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340048";100;100;99.37;97.30;97.30;95.88;64.12;0;0;0;100;100;98;97.30;97.30;95.88;64.12;0;0;0;73.10;73.10;64.82;100;100;98;97.30;97.30;95.88;64.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340049";98;94;88;85;85;78;6.56;6.56;6.56;6.56;98;94;85;85;85;78;6.56;6.56;6.56;6.56;23.75;23.13;23.13;98;94;85;85;84;77;6.56;6.56;0;0;0;0;0;0;0;0;0;0;6.56;6.56;6.56;6.56
"07340050";100;100;100;98;88.96;79.32;46.85;21;0.46;0.46;99.57;99.57;99.57;98;88.96;79.32;46.85;21;0.46;0.46;59.47;59.47;59.47;99.57;99.57;99.57;98;88.96;79.32;46.85;21;0;0;0;0;0;0;0;0;0;0;0.46;0.46;0.46;0.46
"07340051";100;100;100;93.35;92.84;88.58;72.88;56.76;41.22;41.22;100;100;99;93.35;92.84;88.58;72.88;56.76;41.22;41.22;100.00;100.00;99.22;100;100;99;90.14;89.55;84.79;62.48;28.39;50.05;50.05;50.05;50.05;50.05;50.05;50.05;50.05;40.54;40.54;0.76;0.76;0.76;0.76
"07340052";99.45;99.45;98.65;96.85;96.85;96.85;90.89;62.40;59.73;1.89;98.40;98.40;97.25;96.85;96.85;96.85;90.89;62.40;59.73;1.89;32.44;32.44;32.25;98.39;98.39;97.25;94.67;93.23;92.85;80.48;40.11;60.88;60.88;60.88;60.88;60.88;60.88;60.88;60.88;58.21;0;1.89;1.89;1.89;1.89
"07340053";100;100;100;96.12;87.76;53.09;26.88;13.09;0.65;0.37;100;100;100;96.12;87.76;53.09;26.88;13.09;0.65;0.37;100.00;100.00;100.00;100;100;100;96.12;87.76;53.09;26.70;12.92;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0.28;0;0.37;0.37;0.37;0.37
"07340054";100;100;99.62;95.07;92.06;88.53;72.69;48.63;37.14;30.48;100;100;99.39;95.07;92.06;88.53;72.69;48.63;37.14;30.48;96.65;90.22;56.50;100;100;99.10;84.23;81.17;77.65;58.81;28.63;33.44;33.44;33.44;33.44;33.44;33.44;33.44;33.44;33.44;26.78;4.48;4.48;4.48;4.48
"07340055";100;100;100;96;74;29;0;0;0;0;96;96;96;96;74;29;0;0;0;0;100.00;100.00;100.00;96;96;96;96;74;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340057";86;86;82.99;82.48;82.48;82.48;80.19;75;74;69.05;82.86;82.86;82.86;82.48;82.48;82.48;80.19;75;74;69.05;26.31;26.31;19.54;73.15;63.78;45.25;44.86;43.31;40.22;26.03;14.12;75;75;75;75;75;75;74;74;74;68.47;1;1;1;1
"07340201";100;100;100;90.61;88.79;84.22;32.34;0;0;0;100;100;95.88;90.61;88.79;84.22;32.34;0;0;0;100.00;100.00;100.00;100;100;95.88;90.61;88.79;84.22;32.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340202";99.25;99.25;99.25;91;91;48;14;14;14;14;91;91;91;91;91;48;14;14;14;14;98.64;92.52;92.18;91;91;91;91;91;48;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14
"07340203";100;100;100;98.30;96.59;85.62;69.07;55.38;55.38;0;98.40;98.40;98.30;98.30;96.59;85.62;69.07;55.38;55.38;0;100.00;100.00;100.00;98;98;97.44;97.44;95.63;83.14;46.67;0;55.38;55.38;55.38;55.38;55.38;55.38;55.38;55.38;55.38;0;0;0;0;0
"07340204";100;100;97;93;93;46;0;0;0;0;94;93;93;93;93;46;0;0;0;0;100.00;100.00;96.43;94;93;93;93;93;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340205";100;100;100;100;94.29;85.80;60.56;26.87;0;0;100;100;100;100;94.29;85.80;60.56;26.87;0;0;100.00;100.00;100.00;100;100;100;100;94.29;85.80;60.56;26.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340206";100;100;100;96.03;91;84.66;50.12;32.83;0.64;0.64;99;99;97.29;96.03;91;84.66;50.12;32.83;0.64;0.64;100.00;100.00;96.62;99;99;97;94;91;82;50.12;32.83;0;0;0;0;0;0;0;0;0;0;0.64;0.64;0.64;0.64
"07340207";100;100;100;98.29;87.38;78.13;58.47;23.73;0.61;0.61;100;100;99.13;98.29;87.38;78.13;58.47;23.73;0.61;0.61;100.00;100.00;100.00;100;100;99.13;98.29;87.38;78.13;58.47;23.73;0;0;0;0;0;0;0;0;0;0;0.61;0.61;0.61;0.61
"07340208";100;100;97.81;95.80;90.86;83.99;38.40;0;0;0;99;99;95.80;95.80;90.86;83.99;38.40;0;0;0;22.82;22.82;17.45;99;99;95.80;95.80;90.86;83.99;38.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340209";100;100;100;100;90.07;83.02;28.41;0;0;0;100;100;100;100;90.07;83.02;28.41;0;0;0;100.00;64.97;64.97;100;100;100;100;90.07;83.02;28.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340210";100;100;100;99;95;95;57.36;29.64;0;0;100;100;100;99;95;95;57.36;29.64;0;0;99.62;38.49;35.09;100;100;100;99;95;95;57.36;29.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340211";100;100;100;93.08;91.43;85.40;59.05;23;0;0;99;98.91;97.37;93.08;91.43;85.40;59.05;23;0;0;100.00;100.00;99.85;99;98.91;97.37;93.08;91.43;85.40;59.05;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340212";100;100;100;87;87;49;0;0;0;0;87;87;87;87;87;49;0;0;0;0;100.00;100.00;100.00;87;87;87;87;87;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340213";100;100;100.00;93.50;91.49;78.61;40.33;0.60;0.60;0.60;100;100;98.19;93.50;91.49;78.61;40.33;0.60;0.60;0.60;99.40;99.40;99.40;100;100;98.19;93.50;91.49;78.61;40.33;0.60;0;0;0;0;0;0;0;0;0;0;0.60;0.60;0.60;0.60
"07340214";100;100;97.25;4;4;4;0;0;0;0;100;100;88.58;4;4;4;0;0;0;0;100.00;73.60;45.96;100;100;88.58;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340215";100;100;92;90;90;80;0.43;0.43;0;0;95;94;90;90;90;80;0.43;0.43;0;0;100.00;100.00;82.73;95;94;90;90;90;80;0.43;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340216";100;100;94;85;85;54;0;0;0;0;85;85;85;85;85;54;0;0;0;0;100.00;98.72;67.95;85;85;85;85;85;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340217";100;100;100;87;87;71;0.21;0;0;0;88;88;87;87;87;71;0.21;0;0;0;100.00;100.00;100.00;88;88;87;87;87;71;0.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340218";100;100;100;95.64;81.11;60.80;25.40;0;0;0;100;100;100;95.64;81.11;60.80;25.40;0;0;0;12.50;12.50;12.50;100;100;100;95.64;81.11;60.80;25.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340219";100;100;100;97.46;97.46;97.46;97.22;97.22;97.22;0;98.63;98.63;98.63;97.46;97.46;97.46;97.22;97.22;97.22;0;100.00;100.00;100.00;51;51;51;30;11.36;11.36;0;0;97.22;97.22;97.22;97.22;97.22;97.22;97.22;97.22;97.22;0;0;0;0;0
"07340220";100;100;100;90;90;57;0;0;0;0;90;90;90;90;90;57;0;0;0;0;100.00;100.00;100.00;90;90;90;90;90;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340221";99.99;99.99;59;2;2;2;0;0;0;0;99.99;99.99;34;2;2;2;0;0;0;0;59.26;57.14;43.39;99.99;99.99;34;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340222";100;100;100;93.43;93.43;93.19;71.66;29.10;1.39;1.39;97.29;97.29;94.66;93.43;93.43;93.19;71.66;29.10;1.39;1.39;100.00;100.00;100.00;97.29;97.29;94.66;93.43;93.43;93.19;71.66;29.10;0;0;0;0;0;0;0;0;0;0;1.39;1.39;1.39;1.39
"07340223";100;100;100;100;99.99;84.21;35.17;0;0;0;100;100;100;100;99.99;84.21;35.17;0;0;0;100.00;100.00;93.63;100;100;100;100;99.99;84.21;35.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340224";100;100;100;91;91;56;2.14;1.42;0;0;100;100;99;91;91;56;2.14;1.42;0;0;100.00;100.00;87.50;100;100;97;91;91;56;2.14;1.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340225";100;100;100;99;95;94;78.14;53.35;1.10;1.10;99;99;99;99;95;94;78.14;53.35;1.10;1.10;100.00;100.00;96.84;99;99;99;98.53;95;94;78.14;53.35;0;0;0;0;0;0;0;0;0;0;1.10;1.10;1.10;1.10
"07340226";100;100;99.39;97.03;93.59;85.52;45.44;0;0;0;100;100;97.03;97.03;93.59;85.52;45.44;0;0;0;94.52;80.82;80.82;100;100;97.03;97.03;93.59;85.52;45.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340227";95;95;95;95;92;58;0.55;0.55;0.55;0;95;95;95;95;92;58;0.55;0.55;0.55;0;1.84;1.84;1.84;95;95;95;95;92;58;0.36;0.36;0.55;0.55;0.55;0.55;0.55;0.55;0.55;0.55;0.55;0;0;0;0;0
"07340228";98;95;95;83;75;45;0.97;0;0;0;83;83;83;83;75;45;0.97;0;0;0;65.81;43.59;43.59;83;83;83;83;71;45;0.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"07340501";100;100;100;97;65.88;38.55;12.21;0.49;0.49;0.49;100;100;100;97;65.88;38.55;12.21;0.49;0.49;0.49;100.00;100.00;97.39;100;100;100;97;65.88;38.55;12.21;0.49;0;0;0;0;0;0;0;0;0;0;0.49;0.49;0.49;0.49
"07340502";100;100;100;93.13;92.89;90.39;54.99;27.07;2.08;2.08;100;100;100;93.13;92.89;90.39;54.99;27.07;2.08;2.08;96.42;96.42;83.19;100;100;100;93.13;92.89;90.39;54.99;27.07;0;0;0;0;0;0;0;0;0;0;2.08;2.08;2.08;2.08
"08111000";100;100;100;99;96.81;95.19;93.54;91.23;85.73;2.13;100;100;100;99;96.81;95.19;93.54;91.23;85.73;2.13;100.00;100.00;100.00;100;100;100;98;85;72.83;66.61;55.25;85.72;85.72;85.72;85.72;85.72;85.72;85.72;85.72;85.72;0;2.13;2.13;2.13;2.13
"08115001";100;100;100;99.20;98.11;97;86.36;82.50;77.84;0;100;99.51;99.22;99.20;98.11;97;86.36;82.50;77.84;0;100.00;100.00;100.00;99.12;99;98.45;98.17;94.96;89.35;48.57;17.14;77.84;77.84;77.84;77.84;77.84;77.84;77.84;77.84;77.84;0;0;0;0;0
"08115002";100;100;100;99.06;99;99;97.39;84.96;36.44;0;100;100;99.10;99.06;99;99;97.39;84.96;36.44;0;100.00;100.00;100.00;100;100;99;99;99;99;96.86;80.06;36.44;36.44;36.44;36.44;36.44;36.44;36.44;36.44;36.44;0;0;0;0;0
"08115003";100;100;100;99.51;97.65;96.52;94.34;87.77;82.53;3.92;100;100;99.83;99.51;97.65;96.52;94.34;87.77;82.53;3.92;100.00;100.00;100.00;100;100;99.40;95.07;88.70;84.19;76.59;53.87;82.51;82.51;82.51;82.51;82.51;82.51;82.51;82.51;82.51;0;3.92;3.92;3.92;3.92
"08115004";100;100;100;98.25;97;95.87;90.35;71.73;3.31;3.31;100;100;99.08;98.25;97;95.87;90.35;71.73;3.31;3.31;100.00;100.00;100.00;100;100;99.08;98.25;97;95.87;90.35;71.73;0;0;0;0;0;0;0;0;0;0;3.31;3.31;3.31;3.31
"08115010";100;100;100;94;94;94;81.70;63;56.32;0;95.65;95.65;95.65;94;94;94;81.70;63;56.32;0;100.00;100.00;100.00;95.10;95.10;95.10;94;94;93;67.53;28.85;56.32;56.32;56.32;56.32;56.32;56.32;56.32;56.32;56.32;0;0;0;0;0
"08115013";100;100;100;98.76;91.47;84.68;82.70;80.63;77.11;0;100;100;99.91;98.76;91.47;84.68;82.70;80.63;77.11;0;100.00;100.00;100.00;100;99.89;99.74;97.22;77.99;65.64;60.56;41.67;77.11;77.11;77.11;77.11;77.11;77.11;77.11;77.11;77.11;0;0;0;0;0
"08115015";100;100;100;99.18;94.50;91.88;83.07;74.29;65;2.08;100;100;100;99.18;94.50;91.88;83.07;74.29;65;2.08;100.00;100.00;100.00;100;100;100;98;81.66;74.52;61.73;41.27;66;66;66;66;66;66;65;65;65;0;2.08;2.08;2.08;2.08
"08115016";100;100;100;99;99;97.17;85.57;68.51;0;0;100;100;100;99;99;97.17;85.57;68.51;0;0;100.00;100.00;100.00;100;100;100;99;99;97.17;85.57;68.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"08115021";100;100;100;99.45;96.39;93.66;91.33;87.66;79.10;0.06;100;100;100;99.45;96.39;93.66;91.33;87.66;79.10;0.06;100.00;100.00;99.99;100;100;100;98;91.02;83.57;77.93;62.67;79.10;79.10;79.10;79.10;79.10;79.10;79.10;79.10;79.10;0;0.06;0.06;0.06;0.06
"08115022";100;100;100;99.25;99.25;99.19;88.42;57.59;51.26;0;100;100;100;99.25;99.25;99.19;88.42;57.59;51.26;0;100.00;100.00;100.00;100;100;100;99.09;99.09;99.03;85.56;41.45;51.26;51.26;51.26;51.26;51.26;51.26;51.26;51.26;51.26;0;0;0;0;0
"08115024";100;100;100;99.17;98;97.67;95.09;90.68;83.13;0;100;100;100;99.17;98;97.67;95.09;90.68;83.13;0;100.00;100.00;100.00;100;100;100;99;90;86;78.77;64;83.13;83.13;83.13;83.13;83.13;83.13;83.13;83.13;83.13;0;0;0;0;0
"08115028";100;100;100;99.25;99.13;98.55;87.20;78.53;71.63;1;100;100;99.72;99.25;99.13;98.55;87.20;78.53;71.63;1;100.00;100.00;100.00;100;99.88;99.35;97.88;95.99;95.08;79.23;53.27;71.63;71.63;71.63;71.63;71.63;71.63;71.63;71.63;71.63;0;1;1;1;1
"08115029";100;100;100;98.01;95.40;94.28;91.92;81.07;48.79;0.35;100;100;100;98.01;95.40;94.28;91.92;81.07;48.79;0.35;100.00;100.00;100.00;100;100;100;97;86.23;78.80;77.48;62.73;48.44;48.44;48.44;48.44;48.44;48.44;48.44;48.44;48.44;0;0.35;0.35;0.35;0.35
"08115034";100;100;100;97.84;97.78;97.49;94.88;91.16;89.10;0;100;100;100;97.84;97.78;97.49;94.88;91.16;89.10;0;100.00;100.00;100.00;100;100;100;97;96.41;96.01;90.35;65.52;89.10;89.10;89.10;89.10;89.10;89.10;89.10;89.10;89.10;0;0;0;0;0
