AGS;100_1;100_2;100_6;100_16;100_30;100_50;200_1;200_2;200_6;200_16;200_30;200_50
09276118;96;93;84;78;47;7;97;97;97;18;18;0
09276121;98;98;98;92;88;86;99;99;99;0;0;0
09276115;94;93;92;89;89;84;73;73;9;1;1;0
01061102;90;90;90;80;80;80;100;100;100;0;0;0
01061101;94;93;92;92;92;92;100;100;97;0;0;0
09276120;96;95;94;89;86;78;93;93;93;1;1;0
09276116;97;97;96;89;86;78;100;99;99;42;42;0
03357021;91;91;89;86;76;50;94;94;90;0;0;0
09276130;94;94;93;90;85;45;71;71;69;3;3;0
01061116;99;99;99;98;98;95;100;100;100;0;0;0
09775111;98;98;98;97;95;77;96;96;96;0;0;0
09278116;97;97;97;88;78;41;100;100;100;84;84;0
09775162;100;99;99;97;95;95;100;100;100;100;0;0
09278134;93;92;90;88;86;85;96;96;95;81;81;0
09278143;91;91;87;76;68;39;94;94;94;63;63;0
09278141;98;97;96;91;89;87;100;100;99;97;97;0
03355035;99;97;92;92;92;91;100;100;97;0;0;0
09278139;93;93;92;88;86;82;100;100;100;98;98;0
09278129;94;94;91;81;76;68;100;100;100;93;93;0
09775455;0;0;0;0;0;0;0;0;0;0;0;0
09777163;96;96;96;88;49;49;100;100;100;0;0;0
09777159;100;97;91;82;82;81;100;100;99;95;0;0
03151009;99;99;99;98;97;96;100;100;100;0;0;0
09777157;99;98;98;86;86;85;99;99;95;95;0;0
09279128;98;98;91;68;59;34;95;95;91;64;64;0
09279134;97;96;95;86;82;66;97;97;96;16;16;0
09778161;91;85;45;11;11;11;97;97;95;89;0;0
09279137;98;97;96;94;93;85;100;100;100;100;100;0
09778165;94;93;73;66;65;64;95;95;95;0;0;0
09362000;100;100;100;100;99;98;100;100;100;94;85;83
09363000;100;100;100;100;99;99;100;100;99;0;0;0
09778164;96;96;89;87;83;82;91;84;52;7;0;0
06431200;50;50;50;50;50;0;64;64;51;0;0;0
03357008;97;97;95;94;92;85;99;99;97;0;0;0
03357010;84;84;84;82;74;47;74;74;70;0;0;0
09371150;96;96;96;96;93;73;100;100;100;97;0;0
03357016;94;94;91;88;68;31;92;92;88;0;0;0
03357018;92;92;88;86;81;58;87;87;72;0;0;0
09371156;76;76;72;67;66;66;100;100;97;0;0;0
03151034;100;100;100;100;87;47;92;92;69;0;0;0
03456005;95;95;77;56;54;49;100;100;100;0;0;0
03151039;99;99;99;98;98;97;100;100;61;0;0;0
09675167;99;99;98;95;92;42;77;75;75;0;0;0
03151040;93;91;86;68;66;62;98;98;97;0;0;0
09676121;100;100;100;100;98;80;98;98;96;0;0;0
09676118;100;100;98;97;92;21;100;100;100;0;0;0
03456006;48;30;14;11;5;3;14;0;0;0;0;0
09676122;99;99;99;98;98;92;96;96;96;0;0;0
09676123;98;98;98;96;94;81;99;99;93;0;0;0
09371157;95;95;92;90;89;88;72;72;53;0;0;0
09676119;98;98;97;97;95;84;96;96;96;0;0;0
03152006;100;99;91;91;91;90;99;98;98;0;0;0
03152010;100;100;98;96;95;90;100;100;100;0;0;0
09372146;91;90;88;85;78;58;82;82;71;41;41;0
03357033;84;84;84;70;69;47;99;99;73;0;0;0
09372167;92;91;87;78;59;26;98;98;96;21;21;0
09372168;93;92;92;90;67;35;81;81;78;38;38;0
03152019;99;95;92;91;90;87;100;100;100;0;0;0
03357037;90;90;87;86;81;41;96;96;85;0;0;0
07140099;100;91;86;86;86;86;100;100;100;0;0;0
03357039;98;97;95;92;91;80;99;99;98;0;0;0
09373119;98;98;97;97;94;84;97;97;96;0;0;0
03357041;96;96;95;95;93;83;94;93;88;0;0;0
03357044;99;99;99;96;95;93;100;100;100;0;0;0
03153504;56;56;53;46;46;42;74;73;65;0;0;0
13074056;86;82;65;28;16;4;100;100;98;0;0;0
13074054;72;72;56;35;34;32;96;96;95;0;0;0
09374119;100;100;100;99;99;89;99;99;98;0;0;0
09374117;99;99;98;96;96;95;100;100;100;0;0;0
03154003;98;96;92;90;90;90;97;97;97;0;0;0
09374118;97;97;94;90;90;89;99;99;99;0;0;0
13074057;99;99;97;93;89;62;100;100;100;0;0;0
06432006;100;100;98;96;96;96;100;100;100;0;0;0
09374134;99;99;98;97;97;92;98;98;98;0;0;0
09374150;98;98;98;98;95;77;100;100;97;0;0;0
03358009;54;42;4;4;4;4;93;93;81;0;0;0
03358007;93;93;88;72;50;41;100;100;100;0;0;0
03358008;97;97;95;85;85;85;100;100;100;0;0;0
03358006;57;43;1;1;1;1;100;100;100;0;0;0
03358010;91;91;90;73;61;39;93;93;91;0;0;0
09374159;98;98;98;95;95;93;98;98;97;0;0;0
09374162;98;98;98;94;92;87;96;96;96;0;0;0
09572154;100;100;100;100;99;97;100;100;100;0;0;0
09375119;95;95;94;89;83;69;99;99;98;0;0;0
09376117;98;98;98;93;86;64;100;100;100;4;4;0
03359007;96;96;93;93;93;89;75;75;75;0;0;0
09376168;99;99;94;89;87;79;100;100;97;0;0;0
09376167;99;99;99;98;96;79;74;74;73;0;0;0
09376170;99;99;99;98;94;67;100;100;100;0;0;0
09661000;100;100;100;99;99;97;100;100;100;84;0;0
03361002;94;93;59;37;23;11;97;97;95;0;0;0
03361001;100;99;99;97;95;93;100;100;99;0;0;0
03360030;82;78;65;42;42;40;94;94;86;0;0;0
03361003;97;97;94;86;80;61;99;99;97;0;0;0
03451004;97;97;95;93;85;68;99;99;95;0;0;0
03451007;97;96;94;90;83;73;99;99;99;0;0;0
03359027;100;100;99;97;95;93;99;99;99;0;0;0
03451005;97;97;95;91;88;74;98;98;98;0;0;0
03359028;99;98;97;94;89;80;100;100;99;0;0;0
09377154;99;99;98;95;94;94;97;97;97;0;0;0
09471131;99;99;98;95;90;57;100;100;92;0;0;0
03359038;99;99;99;98;97;96;100;100;98;0;0;0
03360001;84;79;63;27;24;13;97;97;92;0;0;0
09473138;94;94;92;91;91;88;98;98;67;0;0;0
03361006;97;97;95;93;92;90;100;100;100;0;0;0
03361008;84;81;64;46;43;42;100;100;97;0;0;0
09672131;81;78;78;63;61;58;57;57;56;0;0;0
09672124;100;98;92;92;92;92;100;100;100;0;0;0
09672126;99;99;99;93;61;38;99;99;99;0;0;0
09672140;99;99;99;99;99;99;99;99;91;0;0;0
03452008;100;100;99;96;95;94;100;100;100;0;0;0
03452006;86;84;78;70;56;40;100;100;100;0;0;0
03452009;88;87;75;69;58;21;100;100;100;0;0;0
14524050;97;97;97;88;68;32;98;98;87;0;0;0
14524060;91;88;74;73;73;73;100;100;100;0;0;0
03251018;58;58;57;57;57;44;95;95;91;0;0;0
09672161;98;98;96;95;86;47;79;79;67;0;0;0
03452019;97;97;96;94;93;91;100;100;100;0;0;0
03452020;99;99;99;98;98;98;100;100;100;0;0;0
03452023;89;88;81;77;72;55;100;100;100;0;0;0
03452027;85;84;78;77;73;62;100;100;100;0;0;0
03452026;95;93;92;81;77;76;100;100;100;0;0;0
03452025;94;93;91;83;73;62;100;100;100;0;0;0
03452024;97;97;92;87;85;82;100;100;100;0;0;0
03251007;94;93;88;79;69;60;100;100;98;0;0;0
03254029;99;98;96;90;62;55;99;99;96;0;0;0
03254030;100;100;98;90;84;72;99;99;91;0;0;0
03454011;98;98;98;98;98;96;97;97;90;0;0;0
03454005;98;98;98;90;80;69;100;100;100;0;0;0
03454010;92;91;88;78;71;59;99;99;97;0;0;0
09771112;99;99;99;99;89;67;94;94;91;0;0;0
09771162;99;99;97;97;97;97;96;96;93;0;0;0
09771163;97;97;97;96;91;67;81;81;71;0;0;0
03454019;94;93;86;83;80;75;97;97;95;0;0;0
03454020;92;92;83;72;54;22;100;100;98;0;0;0
03454018;95;94;87;79;73;67;95;93;91;0;0;0
14625200;100;100;99;96;92;83;99;99;99;0;0;0
03454029;96;96;96;92;88;86;99;98;98;0;0;0
14626260;85;82;32;4;4;4;100;100;100;0;0;0
14626280;97;96;96;92;71;11;87;86;85;0;0;0
09773150;94;94;93;93;89;58;76;76;68;0;0;0
16070049;99;99;99;16;10;3;100;98;98;0;0;0
03455025;95;95;91;87;81;71;100;100;98;0;0;0
16070046;98;98;94;93;92;92;98;98;98;0;0;0
09773147;93;91;88;86;86;72;99;99;89;0;0;0
09773146;98;98;98;98;97;72;33;32;27;0;0;0
03251037;99;99;97;94;92;87;99;99;98;0;0;0
03454052;80;78;75;73;66;61;66;66;57;0;0;0
09774117;94;94;93;93;2;2;62;62;61;0;0;0
09774111;100;100;100;100;100;100;56;56;50;0;0;0
09774116;98;97;97;95;94;86;86;86;85;0;0;0
09774115;95;95;95;95;94;70;100;100;100;0;0;0
03454057;97;96;92;87;85;80;100;100;100;0;0;0
03254020;99;99;99;97;93;90;99;98;97;0;0;0
03254037;98;93;89;82;80;73;97;97;97;0;0;0
09474133;99;99;99;98;92;76;100;100;100;0;0;0
09474132;98;98;98;96;94;86;98;98;98;0;0;0
07339011;100;100;100;100;100;100;100;100;96;0;0;0
03456012;72;71;66;62;52;34;93;72;22;0;0;0
09474146;100;100;100;99;99;57;100;100;100;0;0;0
03459013;95;94;90;77;67;57;100;100;100;0;0;0
03459012;92;90;85;76;70;62;99;98;91;0;0;0
03459014;94;92;89;83;78;68;100;100;99;0;0;0
03457002;98;98;98;96;96;96;100;100;100;0;0;0
03459016;77;75;73;66;30;3;100;100;100;0;0;0
03456027;99;99;97;93;92;89;100;100;100;0;0;0
03457006;92;91;88;79;63;37;100;100;99;0;0;0
03457010;87;84;77;75;69;49;100;100;100;0;0;0
03457011;97;97;95;86;72;56;100;100;100;0;0;0
09475182;99;99;99;97;97;97;100;100;100;0;0;0
09475184;99;99;99;99;98;35;100;99;99;0;0;0
03458005;97;97;95;93;90;83;100;98;96;0;0;0
09476146;98;98;97;93;90;85;99;99;99;0;0;0
03255028;98;98;68;63;63;63;100;97;97;0;0;0
03255035;66;66;66;57;54;53;85;85;85;0;0;0
03459008;97;97;97;93;87;86;99;99;98;0;0;0
09478143;100;100;100;100;100;99;91;91;90;0;0;0
06414000;100;100;100;99;99;98;100;100;98;0;0;0
03257002;77;75;74;70;69;45;98;97;97;0;0;0
03257003;93;86;56;43;36;26;99;99;99;0;0;0
06431002;100;100;100;99;98;97;100;100;98;0;0;0
03256035;58;53;34;31;31;31;98;98;92;9;9;9
03256034;78;74;66;58;48;39;98;98;83;0;0;0
06431011;99;99;98;98;97;97;96;95;94;0;0;0
06431013;100;99;99;98;96;93;100;100;100;0;0;0
06431019;98;95;85;85;78;77;99;99;96;0;0;0
06431021;87;85;81;74;61;60;98;98;95;0;0;0
09571198;99;99;98;81;78;72;97;97;96;0;0;0
06432021;100;100;100;97;91;77;100;100;100;51;0;0
14628100;98;97;78;48;31;16;96;96;93;0;0;0
14628040;90;80;51;46;40;40;97;97;93;39;0;0
14628240;98;95;93;45;43;42;97;97;97;0;0;0
03351006;99;99;95;95;94;94;100;100;96;0;0;0
03351007;98;98;98;98;96;96;99;99;97;0;0;0
03351004;95;94;93;90;88;84;99;99;99;0;0;0
03351008;95;95;95;90;88;76;55;55;45;0;0;0
14628300;82;82;73;70;69;68;98;98;90;47;0;0
03351016;99;99;98;94;90;83;99;99;98;0;0;0
14729020;100;100;100;99;99;99;100;100;100;0;0;0
14730190;73;71;51;32;30;25;96;96;96;0;0;0
14730280;97;97;97;97;94;60;100;100;100;0;0;0
15081030;81;80;74;49;46;44;90;90;87;0;0;0
06435004;98;98;97;94;94;76;95;95;94;16;0;0
15081135;91;90;85;76;73;69;96;96;93;0;0;0
15081225;92;92;92;91;90;84;97;97;94;0;0;0
06435003;98;98;97;95;94;78;100;100;98;0;0;0
06435002;99;99;98;98;97;87;99;99;99;0;0;0
06435009;100;100;100;99;97;87;100;100;95;1;0;0
03359036;98;98;97;75;54;28;66;66;60;0;0;0
06435029;99;99;99;98;96;88;100;100;100;14;0;0
06435200;83;83;67;67;48;1;92;92;52;0;0;0
06435028;98;97;97;97;95;90;96;96;96;0;0;0
06435027;98;97;97;95;94;71;94;94;76;0;0;0
06435025;98;98;98;98;96;83;98;98;91;2;0;0
06436002;100;100;100;99;97;87;100;100;100;0;0;0
03355039;100;99;99;99;99;97;100;100;95;0;0;0
09777125;97;97;97;97;97;97;99;99;98;95;0;0
06437004;99;99;99;99;99;99;95;94;94;0;0;0
06437006;100;100;100;100;98;98;97;97;97;0;0;0
03359039;91;91;89;79;64;43;100;100;99;0;0;0
06437010;100;100;100;100;81;81;100;100;98;0;0;0
06437011;100;100;100;100;99;99;98;98;98;4;0;0
06437013;100;100;99;96;81;81;99;99;98;0;0;0
03357013;85;85;81;78;70;51;99;99;97;0;0;0
03353040;99;99;96;95;94;91;100;100;98;0;0;0
13071005;81;81;80;75;53;33;75;75;71;0;0;0
06531010;94;93;93;91;88;70;100;100;99;41;0;0
06533015;98;98;97;97;86;77;100;100;100;4;0;0
06533014;97;97;96;95;82;37;100;100;100;0;0;0
06533017;98;98;97;97;96;87;93;92;92;3;3;3
06533016;98;98;97;96;95;90;100;100;100;0;0;0
16064027;99;99;99;99;99;84;75;75;58;0;0;0
06533018;98;98;98;96;95;91;79;79;78;35;35;35
06533019;98;98;98;97;96;78;99;99;99;35;6;6
06439008;99;98;97;96;91;82;100;100;99;0;0;0
06439001;99;99;97;94;92;86;98;98;98;0;0;0
06439010;98;98;71;21;17;8;93;92;89;0;0;0
06439012;100;100;99;99;99;98;100;100;99;0;0;0
06439013;99;99;99;99;99;98;98;98;98;0;0;0
06439011;99;99;99;99;98;98;94;94;93;0;0;0
06631018;99;99;99;98;95;92;100;100;100;0;0;0
06631019;98;98;98;97;95;82;100;98;98;0;0;0
06632020;95;89;63;16;16;12;100;100;100;0;0;0
06632016;99;99;99;98;98;98;100;100;99;0;0;0
06632019;88;86;68;18;15;12;89;89;88;0;0;0
06632018;98;95;95;93;92;91;99;99;99;0;0;0
06632017;74;74;74;74;67;45;91;91;91;0;0;0
03354008;76;76;34;28;28;26;100;100;100;40;0;0
13071035;89;88;87;84;83;79;96;96;95;0;0;0
13071036;86;86;86;78;55;8;92;92;92;0;0;0
13071037;91;90;84;60;44;30;82;79;78;0;0;0
03354009;92;89;81;72;71;71;97;97;97;0;0;0
06440009;97;97;97;96;95;94;100;100;100;0;0;0
03360018;84;84;67;35;33;26;99;99;94;0;0;0
16067039;94;68;9;3;3;3;100;100;100;0;0;0
13071041;93;93;92;81;81;80;90;90;89;0;0;0
13071039;86;85;84;62;34;7;100;100;100;90;0;0
08125086;100;99;99;98;95;89;100;100;100;0;0;0
03355009;94;93;62;39;31;27;97;97;89;0;0;0
06531005;100;100;100;99;96;94;100;100;100;49;0;0
06531006;91;91;82;81;78;72;98;98;97;35;0;0
06437001;98;97;97;97;94;94;100;100;99;0;0;0
06633200;92;88;88;81;81;68;97;97;96;0;0;0
06633029;98;98;97;95;88;45;100;100;97;0;0;0
06633028;98;98;97;96;96;68;100;100;98;0;0;0
06634001;95;82;61;47;40;38;100;98;94;0;0;0
06634017;80;75;59;15;14;13;97;97;95;0;0;0
06635010;81;78;70;56;55;54;84;84;81;0;0;0
07131001;98;98;98;96;95;95;100;100;100;0;0;0
03355030;64;50;12;1;1;1;100;100;96;0;0;0
07131003;99;99;96;29;19;14;100;99;99;0;0;0
06532016;99;99;98;98;96;81;99;99;99;0;0;0
07131011;99;98;97;97;97;81;85;83;79;5;0;0
09774452;0;0;0;0;0;0;0;0;0;0;0;0
09777144;98;97;97;92;85;36;100;100;100;5;0;0
09777140;100;99;99;99;96;64;96;96;95;3;0;0
09777139;100;100;100;100;99;94;93;93;92;1;0;0
09777147;96;96;88;38;36;32;100;100;97;0;0;0
09777149;99;99;99;99;97;66;18;17;12;0;0;0
09777155;95;91;87;87;87;69;99;99;99;95;0;0
06438001;100;100;100;100;95;94;100;98;95;0;0;0
06534004;99;99;98;98;94;83;98;96;91;0;0;0
07131034;98;97;97;88;81;65;100;100;100;0;0;0
07131033;47;43;7;7;7;7;81;73;66;0;0;0
06534008;99;99;98;98;93;51;92;92;87;0;0;0
06534007;99;99;98;97;88;56;97;97;96;0;0;0
06534006;100;100;99;99;98;90;100;100;100;0;0;0
06534011;99;99;99;99;92;59;99;99;98;0;0;0
06534010;99;99;98;97;93;67;100;99;96;0;0;0
06534021;99;99;99;99;92;29;98;98;84;0;0;0
06534020;99;99;98;98;85;41;99;99;98;0;0;0
06535001;80;78;75;74;73;72;100;100;100;55;0;0
06535003;98;97;76;48;34;11;92;92;83;0;0;0
06535004;66;62;31;19;17;17;99;99;99;0;0;0
06611000;100;100;100;100;97;92;100;100;99;0;0;0
06631002;98;98;91;86;75;55;96;96;96;0;0;0
06631006;100;100;100;100;100;100;99;99;99;13;0;0
06631007;74;71;56;28;25;18;99;99;99;0;0;0
06631003;92;92;90;89;79;56;94;94;88;0;0;0
06631004;95;95;94;93;87;76;100;100;100;0;0;0
06631005;97;97;74;32;27;9;91;91;89;0;0;0
06632006;93;93;73;54;53;51;93;93;93;0;0;0
06633006;99;93;41;33;32;9;97;87;33;0;0;0
06633005;99;85;48;36;33;27;100;95;95;0;0;0
06633009;99;99;99;98;97;67;92;92;84;0;0;0
06633010;98;93;86;76;69;68;99;98;96;0;0;0
06633013;98;98;98;97;95;76;99;99;99;0;0;0
06633012;95;94;94;94;94;11;100;99;99;0;0;0
06633018;98;98;95;57;48;8;99;99;93;0;0;0
06633025;97;97;79;57;54;12;99;98;98;0;0;0
06633024;99;99;98;52;36;14;100;100;94;0;0;0
06634009;87;82;70;68;68;68;96;94;92;0;0;0
06634011;47;44;22;8;8;8;93;93;92;0;0;0
06634014;100;99;99;99;99;90;91;91;91;0;0;0
06634020;60;56;38;28;28;27;98;98;81;0;0;0
06634019;92;86;76;28;25;23;95;91;86;0;0;0
06634024;78;71;59;18;16;16;100;100;100;52;52;52
06634025;91;87;46;10;9;4;96;93;90;0;0;0
06634026;98;97;81;69;66;65;100;98;79;0;0;0
07339059;100;100;100;100;100;100;100;100;100;0;0;0
09576148;98;98;98;94;88;64;99;99;98;7;4;4
16065018;100;100;100;100;100;93;55;55;50;0;0;0
16063024;89;89;88;88;88;87;91;91;91;0;0;0
01054148;78;75;35;3;3;3;95;95;94;0;0;0
07134038;99;99;99;99;99;99;100;100;100;0;0;0
08215105;100;100;100;99;99;98;100;100;100;0;0;0
07232258;89;71;6;0;0;0;100;100;100;100;0;0
16074021;92;92;3;3;3;3;100;100;100;0;0;0
03152018;99;99;99;99;94;42;100;100;100;0;0;0
09178130;99;99;99;98;94;89;100;100;98;0;0;0
03254002;99;99;99;99;98;96;98;97;95;0;0;0
07143059;95;95;95;95;95;36;100;100;98;0;0;0
01058013;88;88;85;85;85;83;78;78;77;0;0;0
07232039;99;99;98;94;52;15;88;88;44;0;0;0
14628410;95;93;88;73;68;56;100;100;99;57;1;0
07232026;99;99;97;97;92;67;93;85;54;0;0;0
01059097;72;69;3;2;2;2;100;100;100;0;0;0
05974044;98;98;90;87;74;71;98;97;97;0;0;0
16071095;99;99;99;90;90;90;100;100;100;0;0;0
14523420;86;86;86;85;80;74;99;99;93;0;0;0
09471122;97;97;97;94;90;75;86;86;86;0;0;0
07333040;99;99;99;24;24;23;32;32;28;14;0;0
03151018;99;99;98;97;80;30;89;89;85;12;0;0
09190143;94;94;94;92;89;63;73;70;53;0;0;0
14626150;98;95;92;87;85;72;100;100;100;54;54;0
09179149;98;98;97;96;96;96;99;99;97;0;0;0
16068045;100;100;100;100;99;92;100;100;99;0;0;0
07132057;98;98;98;98;96;96;94;69;69;0;0;0
09471174;99;99;99;99;92;35;100;100;92;0;0;0
14730250;89;89;89;89;86;70;100;100;100;0;0;0
09474176;98;98;98;73;61;44;92;92;91;0;0;0
13075143;37;25;5;4;4;4;81;81;81;0;0;0
06531017;99;99;98;96;88;79;100;100;100;0;0;0
14628170;36;36;36;36;36;36;90;90;90;0;0;0
01054159;96;96;90;81;80;70;44;44;40;0;0;0
09172124;87;86;70;31;21;1;74;74;74;0;0;0
03256012;97;97;94;85;75;57;90;90;85;0;0;0
09577163;94;94;94;90;83;66;66;66;66;0;0;0
09778151;99;99;95;91;77;50;100;100;100;0;0;0
05374036;98;96;94;90;87;83;100;98;97;0;0;0
09184123;100;100;100;100;97;85;100;100;99;0;0;0
07337022;97;97;97;69;40;2;99;99;99;0;0;0
09172132;97;96;95;94;88;69;99;99;98;0;0;0
07339032;100;100;100;99;99;95;100;100;100;0;0;0
08226086;97;97;97;27;27;23;100;100;100;0;0;0
09276139;91;88;87;84;81;74;95;95;95;82;82;0
16061004;99;99;99;99;99;99;100;100;94;0;0;0
14523300;96;96;94;79;44;38;100;100;99;0;0;0
06534003;98;98;97;96;94;74;99;84;82;40;0;0
01062018;100;100;100;99;98;97;100;99;93;0;0;0
07137092;98;98;98;98;98;98;100;100;100;100;0;0
09179119;99;99;99;98;98;97;100;100;98;0;0;0
14524040;96;96;96;90;86;60;100;100;100;0;0;0
03353007;99;99;98;96;96;95;98;95;80;0;0;0
07340048;100;100;96;96;96;28;20;20;5;0;0;0
13071136;25;7;4;4;4;4;92;92;90;0;0;0
07132102;84;84;83;0;0;0;93;92;87;0;0;0
05158024;100;99;99;97;96;96;100;100;96;0;0;0
07111000;99;99;98;98;96;95;100;100;100;0;0;0
13073088;100;100;100;100;100;100;100;100;100;0;0;0
14626390;97;96;91;84;83;64;100;100;99;0;0;0
06633022;99;97;61;35;31;29;98;98;98;0;0;0
07133039;100;100;100;100;100;100;100;100;100;100;0;0
08315076;99;99;96;95;87;80;94;57;29;0;0;0
08327009;100;100;100;100;86;85;97;94;91;0;0;0
09371128;99;97;96;95;95;91;78;78;78;66;0;0
03257007;100;100;99;99;98;92;100;100;98;0;0;0
08317097;98;98;97;96;96;96;99;99;36;0;0;0
03352039;98;98;97;87;69;32;100;100;100;0;0;0
07232216;82;82;2;2;2;2;100;100;100;0;0;0
09187173;97;97;93;85;49;39;99;99;51;0;0;0
12072232;100;100;100;100;87;71;100;100;100;0;0;0
07141039;100;100;91;89;89;86;99;98;98;0;0;0
13073059;94;94;88;66;62;54;48;46;44;0;0;0
16067054;98;98;98;98;98;59;100;100;100;0;0;0
08136068;77;76;57;41;33;7;97;97;95;0;0;0
07131017;99;98;96;96;95;93;100;100;100;92;92;0
09175118;98;98;98;98;97;95;99;99;97;0;0;0
09577115;96;96;92;91;89;85;96;96;96;0;0;0
01061091;96;96;95;93;93;92;66;66;54;0;0;0
07333068;100;100;3;3;3;3;100;100;100;0;0;0
13076153;100;100;100;100;100;100;96;96;87;0;0;0
14626270;95;95;94;94;90;78;100;100;100;95;95;0
08135010;90;90;87;80;49;42;71;71;68;0;0;0
09776126;93;91;82;80;78;76;98;94;72;0;0;0
05370036;100;100;99;98;91;89;93;93;93;0;0;0
06438002;100;100;100;100;100;99;100;100;97;0;0;0
08327056;95;95;95;95;95;95;97;97;97;0;0;0
01060095;96;96;96;95;95;94;91;91;85;0;0;0
01061087;99;97;93;93;93;93;57;57;55;0;0;0
06531001;100;100;99;99;84;20;100;100;100;0;0;0
09375208;98;98;97;95;95;94;99;99;98;0;0;0
14627290;85;85;81;80;80;75;92;92;87;34;0;0
07140111;80;80;80;80;80;66;64;63;63;0;0;0
07143008;92;92;92;92;92;92;100;100;100;0;0;0
16074089;97;97;97;97;96;60;78;78;64;0;0;0
09476171;100;100;100;100;100;99;80;80;77;0;0;0
16067047;100;100;100;100;100;70;100;100;100;0;0;0
03151016;99;99;99;96;87;60;100;100;100;0;0;0
09274154;92;91;91;76;55;28;64;64;62;0;0;0
07336045;100;100;64;2;2;2;92;92;92;0;0;0
09189114;98;97;91;86;85;80;97;97;91;1;1;1
16077042;98;98;90;23;22;21;100;100;99;0;0;0
05170032;97;97;97;94;93;91;100;100;98;0;0;0
01060051;96;96;96;95;95;92;99;99;98;0;0;0
03453006;91;91;86;75;63;50;100;99;98;0;0;0
16071013;86;86;56;5;5;5;74;74;54;0;0;0
03361010;95;95;91;69;57;41;100;100;98;0;0;0
07133080;100;100;100;100;100;100;100;100;100;0;0;0
08315059;100;99;99;96;52;45;100;100;99;0;0;0
07140138;69;69;69;69;69;69;100;100;100;0;0;0
14626570;31;30;26;23;22;21;100;100;100;48;6;0
05770004;100;100;99;98;96;94;100;100;99;0;0;0
09372153;98;98;96;91;87;75;96;96;95;16;16;0
05774004;99;99;99;96;94;83;100;100;98;0;0;0
08426011;73;65;49;10;10;4;95;55;29;0;0;0
01051048;99;99;99;96;94;91;100;100;99;0;0;0
07231066;99;98;86;86;86;86;100;100;100;0;0;0
09774192;91;89;87;86;7;7;23;23;23;0;0;0
13071137;93;93;93;83;65;37;87;70;64;0;0;0
01054108;23;21;10;4;4;4;99;99;99;0;0;0
07339015;100;100;100;100;100;100;100;100;100;0;0;0
09675150;96;96;95;95;93;29;97;97;88;0;0;0
07137222;100;100;100;100;98;98;100;100;100;0;0;0
09679201;99;99;99;95;94;93;100;100;100;0;0;0
07133053;12;7;6;6;6;6;68;68;68;0;0;0
07331007;100;100;100;100;99;99;100;100;100;0;0;0
13076140;92;91;59;58;57;53;98;98;94;0;0;0
16068017;87;87;87;87;87;87;100;100;100;0;0;0
13071099;93;92;73;23;11;7;91;91;90;0;0;0
08317088;96;95;87;18;13;2;97;97;80;0;0;0
07132118;97;97;97;94;94;21;100;100;100;0;0;0
07134077;99;99;87;87;87;87;100;100;100;0;0;0
14523270;96;96;95;90;64;43;92;92;67;0;0;0
07140086;62;62;62;62;62;62;32;32;31;0;0;0
16070022;98;98;98;98;96;19;100;100;100;0;0;0
07333026;96;94;94;93;92;88;100;100;100;0;0;0
16066016;50;17;3;3;3;3;100;100;100;0;0;0
13071063;97;97;97;96;94;85;100;100;91;0;0;0
14625530;97;97;90;71;60;38;99;99;99;0;0;0
01056037;83;70;33;15;12;9;100;100;92;0;0;0
01060084;96;96;96;91;90;90;100;93;58;0;0;0
07134047;100;100;99;99;99;99;100;100;100;0;0;0
09674184;98;98;98;97;94;70;93;93;93;0;0;0
13074010;96;95;54;26;25;21;100;100;99;0;0;0
09577158;97;97;95;94;94;83;86;86;84;0;0;0
14521340;98;98;98;96;95;92;98;98;98;0;0;0
07140077;100;100;98;88;88;88;100;100;100;0;0;0
12061219;84;84;82;73;53;17;97;97;96;40;0;0
01059154;99;99;97;90;84;81;95;92;81;0;0;0
03151501;67;0;0;0;0;0;100;100;100;0;0;0
09183130;70;50;17;7;7;7;84;84;70;0;0;0
09173127;100;100;99;99;81;38;100;100;100;95;1;0
09190141;100;100;99;99;98;96;100;100;100;4;4;0
13071002;43;34;9;0;0;0;85;85;58;0;0;0
13074009;95;95;95;78;72;69;100;99;99;0;0;0
07133038;96;96;96;96;96;96;94;94;94;0;0;0
08436069;97;97;94;92;87;73;98;88;80;0;0;0
14626160;80;72;36;15;12;8;85;85;70;0;0;0
07231049;99;99;99;67;13;10;100;100;100;0;0;0
08426078;96;96;96;91;80;60;100;71;71;0;0;0
01059056;88;88;87;62;62;62;100;100;94;0;0;0
09779181;100;100;99;94;88;87;96;94;93;0;0;0
08222000;100;100;100;99;98;96;100;100;100;0;0;0
01060039;100;100;99;99;99;99;100;100;100;0;0;0
09477127;99;99;98;97;95;92;93;92;88;0;0;0
12061224;93;93;93;92;61;11;80;80;80;0;0;0
03355028;99;99;98;82;46;33;100;100;100;0;0;0
07337006;100;100;100;100;100;67;100;51;48;0;0;0
09371123;99;99;99;99;99;69;100;100;100;94;0;0
07337062;100;100;56;2;2;2;98;98;98;0;0;0
09272140;95;95;91;88;85;81;99;99;97;10;10;0
07334020;99;98;98;98;89;22;100;100;100;0;0;0
08426014;99;99;97;78;76;72;93;90;90;0;0;0
09472127;93;90;78;72;67;63;100;100;99;0;0;0
09671119;100;100;100;100;1;1;100;100;100;0;0;0
13071034;83;83;83;64;48;34;95;95;95;0;0;0
09574156;100;100;100;100;98;94;100;100;99;0;0;0
